rFactor	fee
1920000000000000000	6000000000000000
1921000000000000000	6000000000000000
1922000000000000000	6000000000000000
1923000000000000000	6000000000000000
1924000000000000000	6000000000000000
1925000000000000000	6000000000000000
1926000000000000000	6000000000000000
1927000000000000000	6000000000000000
1928000000000000000	6000000000000000
1929000000000000000	6000000000000000
1930000000000000000	6000000000000000
1931000000000000000	6000000000000000
1932000000000000000	6000000000000000
1933000000000000000	6000000000000000
1934000000000000000	6000000000000000
1935000000000000000	6000000000000000
1936000000000000000	6000000000000000
1937000000000000000	6000000000000000
1938000000000000000	6000000000000000
1939000000000000000	6000000000000000
1940000000000000000	6000000000000000
1941000000000000000	6000000000000000
1942000000000000000	6000000000000000
1943000000000000000	6000000000000000
1944000000000000000	6000000000000000
1945000000000000000	6000000000000000
1946000000000000000	6000000000000000
1947000000000000000	6000000000000000
1948000000000000000	6000000000000000
1949000000000000000	6000000000000000
1950000000000000000	6000000000000000
1951000000000000000	6000000000000000
1952000000000000000	6000000000000000
1953000000000000000	6000000000000000
1954000000000000000	6000000000000000
1955000000000000000	6000000000000000
1956000000000000000	6000000000000000
1957000000000000000	6000000000000000
1958000000000000000	6000000000000000
1959000000000000000	6000000000000000
1960000000000000000	6000000000000000
1961000000000000000	6000000000000000
1962000000000000000	6000000000000000
1963000000000000000	6000000000000000
1964000000000000000	6000000000000000
1965000000000000000	6000000000000000
1966000000000000000	6000000000000000
1967000000000000000	6000000000000000
1968000000000000000	6000000000000000
1969000000000000000	6000000000000000
1970000000000000000	6000000000000000
1971000000000000000	6000000000000000
1972000000000000000	6000000000000000
1973000000000000000	6000000000000000
1974000000000000000	6000000000000000
1975000000000000000	6000000000000000
1976000000000000000	6000000000000000
1977000000000000000	6000000000000000
1978000000000000000	6000000000000000
1979000000000000000	6000000000000000
1980000000000000000	6000000000000000
1981000000000000000	6000000000000000
1982000000000000000	6000000000000000
1983000000000000000	6000000000000000
1984000000000000000	6000000000000000
1985000000000000000	6000000000000000
1986000000000000000	6000000000000000
1987000000000000000	6000000000000000
1988000000000000000	6000000000000000
1989000000000000000	6000000000000000
1990000000000000000	6000000000000000
1991000000000000000	6000000000000000
1992000000000000000	6000000000000000
1993000000000000000	6000000000000000
1994000000000000000	6000000000000000
1995000000000000000	6000000000000000
1996000000000000000	6000000000000000
1997000000000000000	6000000000000000
1998000000000000000	6000000000000000
1999000000000000000	6000000000000000
